tau,equiv_pldn,conc_dfnb,temperature,sty,e_factor
1.1,5.0,0.2,52.5,2000.7735894283105,23.1971810137466
1.1,5.0,0.2,75.0,1717.292879351008,27.17479761998116
1.1,5.0,0.2,97.5,1268.7471270546353,37.099705942627736
1.1,5.0,0.2,120.0,741.6289792925135,64.10846538287393
1.1,5.0,0.3,30.0,3144.1184102347383,15.258179543371542
1.1,5.0,0.3,52.5,2853.7207194379034,16.901697163151958
1.1,5.0,0.3,75.0,2279.0550578139046,21.390142485809307
1.1,5.0,0.3,97.5,1468.7815650886346,33.686445288888336
1.1,5.0,0.3,120.0,677.7217102503737,74.05881328324165
1.1,5.0,0.4,30.0,4131.73665047173,12.021805422770745
1.1,5.0,0.4,52.5,3619.5095735275972,13.850381226780756
1.1,5.0,0.4,75.0,2696.0412681782373,18.90247142536201
1.1,5.0,0.4,97.5,1524.4134998018262,34.122211816275424
1.1,5.0,0.4,120.0,558.9494274064148,94.61982962460532
1.1,5.0,0.5,30.0,5076.963343055106,10.125729768257253
1.1,5.0,0.5,52.5,4306.1506680971,12.099357855115459
1.1,5.0,0.5,75.0,2997.220334422028,17.776036657358755
1.1,5.0,0.5,97.5,1492.5641955062479,36.60400759468656
1.1,5.0,0.5,120.0,436.1337937212837,127.45612548762213
1.4,1.0,0.1,30.0,314.9676394515488,109.39087726117779
1.4,1.0,0.1,52.5,504.36929165856293,67.89840854521442
1.4,1.0,0.1,75.0,645.0218464332925,52.85126593891039
1.4,1.0,0.1,97.5,724.3204905297584,46.94274514633541
1.4,1.0,0.1,120.0,761.6804714274832,44.58415655775529
1.4,1.0,0.2,30.0,920.5241455486532,37.777429905344746
1.4,1.0,0.2,52.5,1263.9687277883381,27.21244350784391
1.4,1.0,0.2,75.0,1454.531529885138,23.501258054129384
1.4,1.0,0.2,97.5,1538.5569754728801,22.15555164559978
1.4,1.0,0.2,120.0,1567.3490442712937,21.726321429971286
1.4,1.0,0.3,30.0,1631.2899941870562,21.442780275900805
1.4,1.0,0.3,52.5,2067.388085833253,16.686033272402174
1.4,1.0,0.3,75.0,2273.855523647798,15.06898216251102
1.4,1.0,0.3,97.5,2350.7104083282534,14.538190272312772
1.4,1.0,0.3,120.0,2368.5917187610457,14.418328088397777
1.4,1.0,0.4,30.0,2390.3257348777724,14.696870848576813
1.4,1.0,0.4,52.5,2884.5109897852476,11.988761372992021
1.4,1.0,0.4,75.0,3093.6668134297843,11.101703388810474
1.4,1.0,0.4,97.5,3160.419503060467,10.841897081404168
1.4,1.0,0.4,120.0,3167.154061000826,10.814923647208166
1.4,1.0,0.5,30.0,3175.5802876091943,11.100989986919659
1.4,1.0,0.5,52.5,3707.297853852514,9.349204171822986
1.4,1.0,0.5,75.0,3912.7605039484392,8.798313559523914
1.4,1.0,0.5,97.5,3967.9678936281316,8.658605217898973
1.4,1.0,0.5,120.0,3964.0335460135766,8.666903156775536
1.4,1.8,0.1,30.0,488.7084975669997,70.60889719446182
1.4,1.8,0.1,52.5,704.7970225967271,48.621291819210406
1.4,1.8,0.1,75.0,802.8293124180516,42.545632596832334
1.4,1.8,0.1,97.5,799.675782661377,42.70939113653386
1.4,1.8,0.1,120.0,747.7011107512919,45.73985614331364
1.4,1.8,0.2,30.0,1323.437556775497,26.308970243176425
1.4,1.8,0.2,52.5,1601.2910671954803,21.549368520617744
1.4,1.8,0.2,75.0,1614.435702454885,21.356891938520445
1.4,1.8,0.2,97.5,1502.74399555498,23.01026376360865
1.4,1.8,0.2,120.0,1328.5776346057676,26.14430305285552
1.4,1.8,0.3,30.0,2225.6904105650074,15.74953572416036
1.4,1.8,0.3,52.5,2456.5982212771423,14.16044424674111
1.4,1.8,0.3,75.0,2357.1838766767023,14.792282042366004
1.4,1.8,0.3,97.5,2122.0735778011513,16.53057712263474
1.4,1.8,0.3,120.0,1800.5206641203033,19.643010061868438
1.4,1.8,0.4,30.0,3133.485560900044,11.259431425222683
1.4,1.8,0.4,52.5,3270.1616618082726,10.735889043388898
1.4,1.8,0.4,75.0,3053.8671428209113,11.558837528037255
1.4,1.8,0.4,97.5,2675.809265501172,13.31881713007745
1.4,1.8,0.4,120.0,2197.637094796136,16.412118101691657
1.4,1.8,0.5,30.0,4028.5253119062495,8.817483733779639
1.4,1.8,0.5,52.5,4052.2189464987814,8.750869526290362
1.4,1.8,0.5,75.0,3712.065854008848,9.634766811779722
1.4,1.8,0.5,97.5,3175.9508117934683,11.412741532875287
1.4,1.8,0.5,120.0,2541.142170135018,14.488133841383599
1.4,2.6,0.1,30.0,609.7664025657239,56.77177786330163
1.4,2.6,0.1,52.5,789.0283924879285,43.62035069532825
1.4,2.6,0.1,75.0,808.8782444364979,42.51480933568285
1.4,2.6,0.1,97.5,750.1152777077194,45.91478192072942
1.4,2.6,0.1,120.0,651.7958861440192,52.97603639296562
1.4,2.6,0.2,30.0,1525.9446155950511,22.989809480524944
1.4,2.6,0.2,52.5,1637.2612151687797,21.345055044261507
1.4,2.6,0.2,75.0,1525.556187658746,22.9723812685364
1.4,2.6,0.2,97.5,1313.8028587555104,26.819680895764904
1.4,2.6,0.2,120.0,1021.3658851539412,34.75581433039225
1.4,2.6,0.3,30.0,2433.3858186729854,14.609841370839069
1.4,2.6,0.3,52.5,2409.30134030452,14.75645166184509
1.4,2.6,0.3,75.0,2153.629464091928,16.61487408818956
1.4,2.6,0.3,97.5,1742.0154714122164,20.752963592093487
1.4,2.6,0.3,120.0,1233.2182219076617,29.686069963166656
1.4,2.6,0.4,30.0,3299.234567282484,10.931110085237094
1.4,2.6,0.4,52.5,3134.8675857736134,11.548006891605834
1.4,2.6,0.4,75.0,2707.9430897371594,13.51034049456663
1.4,2.6,0.4,97.5,2069.0809867333332,17.959294525698457
1.4,2.6,0.4,120.0,1349.5218118206978,28.014893175549332
1.4,2.6,0.5,30.0,4128.701492041479,8.868228234985462
1.4,2.6,0.5,52.5,3823.048650714093,9.647825072221245
1.4,2.6,0.5,75.0,3198.280317718029,11.70807875241963
1.4,2.6,0.5,97.5,2318.863091009777,16.489175817514298
1.4,2.6,0.5,120.0,1404.3051216819927,27.8142327057223
1.4,3.4,0.1,30.0,691.7314543082927,50.26625073659344
1.4,3.4,0.1,52.5,815.9745013368463,42.44003754343524
1.4,3.4,0.1,75.0,787.3461163483136,44.010911428678995
1.4,3.4,0.1,97.5,699.2606104305944,49.6679464731931
1.4,3.4,0.1,120.0,565.8932348755228,61.58502775283022
1.4,3.4,0.2,30.0,1614.8499152344045,21.96400533798913
1.4,3.4,0.2,52.5,1607.725741569138,22.055740647506994
1.4,3.4,0.2,75.0,1433.0957249426206,24.852736461229455
1.4,3.4,0.2,97.5,1144.5013369393878,31.346025425928318
1.4,3.4,0.2,120.0,778.1199393943509,46.528857657291624
1.4,3.4,0.3,30.0,2478.176853087961,14.618632349144669
1.4,3.4,0.3,52.5,2322.8618149312188,15.653795512405676
1.4,3.4,0.3,75.0,1961.779204879532,18.70046726970897
1.4,3.4,0.3,97.5,1422.4873156371152,26.130893853715566
1.4,3.4,0.3,120.0,828.4213838264532,45.515255821344596
1.4,3.4,0.4,30.0,3289.5311435440453,11.259734071055604
1.4,3.4,0.4,52.5,2982.6181229710705,12.510370361805156
1.4,3.4,0.4,75.0,2394.038474580799,15.807077792986217
1.4,3.4,0.4,97.5,1586.7603062131225,24.306580392592146
1.4,3.4,0.4,120.0,800.2574753764956,49.081279457825595
1.4,3.4,0.5,30.0,4066.5959030073645,9.315986135358244
1.4,3.4,0.5,52.5,3592.2540389352616,10.664834922927968
1.4,3.4,0.5,75.0,2746.0019717697705,14.228535630167933
1.4,3.4,0.5,97.5,1672.1934356852767,23.943262254659203
1.4,3.4,0.5,120.0,734.9132317293268,55.63003849234192
1.4,4.2,0.1,30.0,745.9371154509159,46.85972901772519
1.4,4.2,0.1,52.5,819.1923618120684,42.56419540243627
1.4,4.2,0.1,75.0,763.0508411523266,45.76025968614693
1.4,4.2,0.1,97.5,651.1443297893401,53.77898739803278
1.4,4.2,0.1,120.0,490.37561850073746,71.7048093654839
1.4,4.2,0.2,30.0,1646.8245951610752,21.810672170874263
1.4,4.2,0.2,52.5,1568.8316766069051,22.93553310962357
1.4,4.2,0.2,75.0,1344.9443047200164,26.903146288844276
1.4,4.2,0.2,97.5,995.2852071776776,36.670325248353116
1.4,4.2,0.2,120.0,589.0410888541771,62.581634699241484
1.4,4.2,0.3,30.0,2468.201172814713,14.975958207088693
1.4,4.2,0.3,52.5,2236.346068870504,16.62126142903961
1.4,4.2,0.3,75.0,1785.1373327457645,21.049641144019503
1.4,4.2,0.3,97.5,1157.664515910736,32.94634770854222
1.4,4.2,0.3,120.0,548.4918073464424,70.53893906037351
1.4,4.2,0.4,30.0,3241.3823328425324,11.74073890206654
1.4,4.2,0.4,52.5,2835.4869524108763,13.550162252248233
1.4,4.2,0.4,75.0,2113.577596202126,18.485412385738076
1.4,4.2,0.4,97.5,1209.7313590387841,32.96916704295614
1.4,4.2,0.4,120.0,462.73986398166,87.64741850935089
1.4,4.2,0.5,30.0,3981.6991825182413,9.839859304932693
1.4,4.2,0.5,52.5,3372.741252252979,11.77896649017745
1.4,4.2,0.5,75.0,2353.3813189623907,17.270546338943383
1.4,4.2,0.5,97.5,1194.4066877513865,34.90253574907816
1.4,4.2,0.5,120.0,370.250125388073,114.60383462271754
1.4,5.0,0.1,30.0,780.6759798101237,45.03715117168027
1.4,5.0,0.1,52.5,813.588049765714,43.16213900249596
1.4,5.0,0.1,75.0,738.9618777247028,47.611206754500536
1.4,5.0,0.1,97.5,606.014977574945,58.2531193869985
1.4,5.0,0.1,120.0,424.36408410964407,83.57338049168904
1.4,5.0,0.2,30.0,1652.3308708563575,22.027749859055916
1.4,5.0,0.2,52.5,1529.4066882275938,23.868790228831777
1.4,5.0,0.2,75.0,1261.6524906626848,29.12511356365785
1.4,5.0,0.2,97.5,864.4668098052923,42.91992092113354
1.4,5.0,0.2,120.0,443.6251322819755,84.49038475961166
1.4,5.0,0.3,30.0,2441.9992775277587,15.445362984896436
1.4,5.0,0.3,52.5,2152.3031176168474,17.64527254931784
1.4,5.0,0.3,75.0,1623.3760639758611,23.68736453712445
1.4,5.0,0.3,97.5,939.6315338360955,41.57886472183912
1.4,5.0,0.3,120.0,359.1546974732671,110.23835097361982
1.4,5.0,0.4,30.0,3186.0905547400944,12.266150855311748
1.4,5.0,0.4,52.5,2694.6529789612637,14.667315830414672
1.4,5.0,0.4,75.0,1864.1996350099216,21.601827556073662
1.4,5.0,0.4,97.5,917.8158201578523,44.80474547915723
1.4,5.0,0.4,120.0,262.7287371141431,158.77272827584295
1.4,5.0,0.5,30.0,3894.9077155457553,10.392188913705633
1.4,5.0,0.5,52.5,3165.4001572983284,12.994599016535814
1.4,5.0,0.5,75.0,2013.7074017058742,20.941010909279125
1.4,5.0,0.5,97.5,846.8797750932251,51.03524059521488
1.4,5.0,0.5,120.0,181.76222471170144,241.09393506606924
1.7,1.0,0.1,30.0,291.8562960244063,97.09791169057338
1.7,1.0,0.1,52.5,447.4102451854998,62.95594917798739
1.7,1.0,0.1,75.0,553.5774939546503,50.66947073844507
1.7,1.0,0.1,97.5,609.4812658489685,45.91897428502194
1.7,1.0,0.1,120.0,633.9990772393091,44.09854307267511
1.7,1.0,0.2,30.0,825.2459234663208,34.61304748830676
1.7,1.0,0.2,52.5,1088.7625243398982,25.967920662411032
1.7,1.0,0.2,75.0,1224.461523506166,22.96618237011986
1.7,1.0,0.2,97.5,1279.742316862731,21.924429739398064
1.7,1.0,0.2,120.0,1296.1423197598974,21.631167203313495
1.7,1.0,0.3,30.0,1434.4604408470034,20.011808972258283
1.7,1.0,0.3,52.5,1757.7131558851822,16.127566597197255
1.7,1.0,0.3,75.0,1899.706549681236,14.837761399907636
1.7,1.0,0.3,97.5,1947.458996813381,14.444842925482508
1.7,1.0,0.3,120.0,1954.6824560484197,14.38573996428316
1.7,1.0,0.4,30.0,2077.1221464869977,13.870592745626654
1.7,1.0,0.4,52.5,2434.5246267965067,11.670974051032879
1.7,1.0,0.4,75.0,2574.317320778975,10.975283747414862
1.7,1.0,0.4,97.5,2612.8833935079056,10.795047530440119
1.7,1.0,0.4,120.0,2611.2466447895868,10.80109058276948
1.7,1.0,0.5,30.0,2736.1223663008586,10.561458863229937
1.7,1.0,0.5,52.5,3113.637088379815,9.145590800449916
1.7,1.0,0.5,75.0,3247.6761264337088,8.720531578808226
1.7,1.0,0.5,97.5,3276.6749211554516,8.631745177120566
1.7,1.0,0.5,120.0,3266.6279068388035,8.660454743120471
1.7,1.8,0.1,30.0,444.1695401836749,63.875856517694395
1.7,1.8,0.1,52.5,609.1196674667542,46.27806188618054
1.7,1.8,0.1,75.0,667.8396193602213,42.10724807643964
1.7,1.8,0.1,97.5,650.3888911008769,43.256556218314884
1.7,1.8,0.1,120.0,599.3963970146104,47.012520556581784
1.7,1.8,0.2,30.0,1157.5716402260136,24.70598276585568
1.7,1.8,0.2,52.5,1338.4851623178513,21.21360809583544
1.7,1.8,0.2,75.0,1315.2328291665667,21.59842661753378
1.7,1.8,0.2,97.5,1205.2417926816054,23.651199982348587
1.7,1.8,0.2,120.0,1045.6426642499523,27.398068782004685
1.7,1.8,0.3,30.0,1905.7034622961983,15.10541419602123
1.7,1.8,0.3,52.5,2023.5664689142243,14.155137437688044
1.7,1.8,0.3,75.0,1905.5227787924327,15.086080193527332
1.7,1.8,0.3,97.5,1685.158235765452,17.176258515919372
1.7,1.8,0.3,120.0,1399.0433298734242,20.872496908323207
1.7,1.8,0.4,30.0,2646.1844444994285,10.951930007395715
1.7,1.8,0.4,52.5,2673.5407006028026,10.820219878613747
1.7,1.8,0.4,75.0,2455.2398168974914,11.861774480999458
1.7,1.8,0.4,97.5,2107.4488202965263,13.96750653038977
1.7,1.8,0.4,120.0,1691.9407937806814,17.61819418824318
1.7,1.8,0.5,30.0,3369.292398409604,8.664380642419049
1.7,1.8,0.5,52.5,3298.2750107543266,8.864257468984498
1.7,1.8,0.5,75.0,2970.03723313084,9.943154679269309
1.7,1.8,0.5,97.5,2484.0662531336225,12.064079431657749
1.7,1.8,0.5,120.0,1943.2859821527395,15.671298094166936
1.7,2.6,0.1,30.0,543.0904608404662,52.409919983902945
1.7,2.6,0.1,52.5,664.3485319080435,42.63908931823125
1.7,2.6,0.1,75.0,658.9525740513848,42.9874042617215
1.7,2.6,0.1,97.5,599.9159322221933,47.30574997199592
1.7,2.6,0.1,120.0,507.99757937317673,56.02771619091365
1.7,2.6,0.2,30.0,1301.8688807122833,22.15249898918749
1.7,2.6,0.2,52.5,1339.459891258437,21.491514136012185
1.7,2.6,0.2,75.0,1223.8007629996557,23.607056294410324
1.7,2.6,0.2,97.5,1025.1704031686756,28.354994680879848
1.7,2.6,0.2,120.0,764.3141722083668,38.33905274666847
1.7,2.6,0.3,30.0,2030.9393686911649,14.400029302892612
1.7,2.6,0.3,52.5,1953.3035152671641,15.003414154000135
1.7,2.6,0.3,75.0,1707.5629762193444,17.291934759057696
1.7,2.6,0.3,97.5,1330.7775985588316,22.4421882753119
1.7,2.6,0.3,120.0,892.8222789515883,33.891993113254735
1.7,2.6,0.4,30.0,2720.992146954836,10.911994213041938
1.7,2.6,0.4,52.5,2527.571184902116,11.814332524086586
1.7,2.6,0.4,75.0,2124.0052923668436,14.229878475131425
1.7,2.6,0.4,97.5,1551.192854679817,19.816462461520153
1.7,2.6,0.4,120.0,949.0615503988245,32.9602466743366
1.7,2.6,0.5,30.0,3382.141654772988,8.919263064524296
1.7,2.6,0.5,52.5,3067.319206055639,9.926591012407398
1.7,2.6,0.5,75.0,2483.4179458812478,12.471887822865733
1.7,2.6,0.5,97.5,1709.1383157061464,18.529276793688783
1.7,2.6,0.5,120.0,961.9767296416469,33.6206830026364
1.7,3.4,0.1,30.0,604.850302363114,47.2773036800142
1.7,3.4,0.1,52.5,674.9474863872429,42.246856440658775
1.7,3.4,0.1,75.0,635.379747176941,44.931310404938394
1.7,3.4,0.1,97.5,550.9774505906976,51.95168689458507
1.7,3.4,0.1,120.0,428.56665205653997,67.0470508362174
1.7,3.4,0.2,30.0,1351.4230498356615,21.595126446825518
1.7,3.4,0.2,52.5,1303.1076017009334,22.423817121916404
1.7,3.4,0.2,75.0,1134.406710837828,25.89216850368792
1.7,3.4,0.2,97.5,868.3988272881852,34.09866287547293
1.7,3.4,0.2,120.0,551.5646536250503,54.202772059142475
1.7,3.4,0.3,30.0,2037.5939317101663,14.642023178441837
1.7,3.4,0.3,52.5,1867.0515858844344,16.06067018247126
1.7,3.4,0.3,75.0,1525.7101920807197,19.854975991763368
1.7,3.4,0.3,97.5,1043.5381391314736,29.444491366509432
1.7,3.4,0.3,120.0,553.5215437944349,56.308562463652976
1.7,3.4,0.4,30.0,2683.8556628166652,11.373333230658861
1.7,3.4,0.4,52.5,2379.18348826118,12.944864322822472
1.7,3.4,0.4,75.0,1831.2223942374064,17.08739715292941
1.7,3.4,0.4,97.5,1128.4601308755596,28.289081572283756
1.7,3.4,0.4,120.0,505.63719358114497,64.24541572221294
1.7,3.4,0.5,30.0,3303.459212691911,9.456575621888632
1.7,3.4,0.5,52.5,2844.4484237962874,11.127807705891493
1.7,3.4,0.5,75.0,2067.6230180556913,15.646442942910342
1.7,3.4,0.5,97.5,1154.5289524827315,28.73287911522247
1.7,3.4,0.5,120.0,439.67528909671927,76.91626467309233
1.7,4.2,0.1,30.0,641.6755483580366,44.81298170099574
1.7,4.2,0.1,52.5,670.702950587396,42.817533596085894
1.7,4.2,0.1,75.0,611.4028225615953,47.05696469837787
1.7,4.2,0.1,97.5,505.4686330165813,57.10719343411355
1.7,4.2,0.1,120.0,360.6367039544464,80.40240794974696
1.7,4.2,0.2,30.0,1360.849362486622,21.73099200314173
1.7,4.2,0.2,52.5,1264.0000175987693,23.46310052130455
1.7,4.2,0.2,75.0,1050.5394164159036,28.41325188321807
1.7,4.2,0.2,97.5,733.8911131406256,41.06042507288996
1.7,4.2,0.2,120.0,394.2514961620682,77.20923904356127
1.7,4.2,0.3,30.0,2013.8932210259816,15.123248049380088
1.7,4.2,0.3,52.5,1782.9475353346352,17.19856745270152
1.7,4.2,0.3,75.0,1361.5197269880468,22.800266691280346
1.7,4.2,0.3,97.5,814.3267795518831,38.72570131066586
1.7,4.2,0.3,120.0,336.0197830648773,95.13395407770763
1.7,4.2,0.4,30.0,2629.833384253714,11.93071025258677
1.7,4.2,0.4,52.5,2237.7581060351827,14.178755223586364
1.7,4.2,0.4,75.0,1575.9237580137892,20.510990974038304
1.7,4.2,0.4,97.5,813.5444112064931,40.575896501442486
1.7,4.2,0.4,120.0,259.8517613796485,128.9591747800447
1.7,4.2,0.5,30.0,3217.3085102208715,10.045936721006637
1.7,4.2,0.5,52.5,2635.592939534293,12.461853889177148
1.7,4.2,0.5,75.0,1717.2467950500736,19.60725229954616
1.7,4.2,0.5,97.5,769.0531820992803,44.892620487839885
1.7,4.2,0.5,120.0,190.55839700247262,183.91995890692363
1.7,5.0,0.1,30.0,662.7197217088703,43.657068294277096
1.7,5.0,0.1,52.5,661.9893356382422,43.695838611634194
1.7,5.0,0.1,75.0,588.0082839696751,49.30641672468936
1.7,5.0,0.1,97.5,463.430996153241,62.80219601227509
1.7,5.0,0.1,120.0,302.91298101094196,96.55862548501946
1.7,5.0,0.2,30.0,1354.876617937019,22.125945879272145
1.7,5.0,0.2,52.5,1225.4083901238514,24.55807284097387
1.7,5.0,0.2,75.0,972.3795512629567,31.182398275439844
1.7,5.0,0.2,97.5,619.1461325127823,49.48562339640017
1.7,5.0,0.2,120.0,279.71688803538626,110.62936092884144
1.7,5.0,0.3,30.0,1983.5572149240622,15.671841307555995
1.7,5.0,0.3,52.5,1702.0256756914882,18.412967847305744
1.7,5.0,0.3,75.0,1213.9986500397836,26.176441114094054
1.7,5.0,0.3,97.5,632.8746417179152,51.03920353648549
1.7,5.0,0.3,120.0,200.81917913448603,162.7908903491377
1.7,5.0,0.4,30.0,2574.205509010718,12.519993013776867
1.7,5.0,0.4,52.5,2103.9316467060753,15.519627439786337
1.7,5.0,0.4,75.0,1354.4074023507583,24.60590276959915
1.7,5.0,0.4,97.5,582.4576605082717,58.41128916661636
1.7,5.0,0.4,120.0,130.26596462992066,264.31087668269095
1.7,5.0,0.5,30.0,3132.0505645663598,10.664465978315363
1.7,5.0,0.5,52.5,2440.9612594809696,13.938574150030425
1.7,5.0,0.5,75.0,1422.6963172398848,24.55882138690567
1.7,5.0,0.5,97.5,506.8330700545824,70.56699111188257
1.7,5.0,0.5,120.0,79.8397646323637,452.8032573877171
2.0,1.0,0.1,30.0,272.0089179336401,88.45851207532672
2.0,1.0,0.1,52.5,401.93052206889047,59.50827433528451
2.0,1.0,0.1,75.0,484.65943414041305,49.161063520079324
2.0,1.0,0.1,97.5,525.8922992317412,45.2182425384394
2.0,1.0,0.1,120.0,542.7403670642097,43.77828771831564
2.0,1.0,0.2,30.0,747.7347382720153,32.402715973542286
2.0,1.0,0.2,52.5,956.1274202933098,25.09913045714515
2.0,1.0,0.2,75.0,1056.7324157487506,22.60282244632006
2.0,1.0,0.2,97.5,1095.1189085594308,21.769819349440827
2.0,1.0,0.2,120.0,1104.6033351036997,21.57161517219968
2.0,1.0,0.3,30.0,1280.2093872727444,19.00704571830755
2.0,1.0,0.3,52.5,1528.4094267473615,15.740067598871374
2.0,1.0,0.3,75.0,1630.6057861173624,14.682464467477848
2.0,1.0,0.3,97.5,1661.7359671484442,14.384740834712062
2.0,1.0,0.3,120.0,1663.531697039612,14.366503757670314
2.0,1.0,0.4,30.0,1835.695800434453,13.298368777523502
2.0,1.0,0.4,52.5,2105.062186126539,11.453998481837603
2.0,1.0,0.4,75.0,2203.440091880045,10.891294267591444
2.0,1.0,0.4,97.5,2226.4669221117374,10.765363113782998
2.0,1.0,0.4,120.0,2220.9348264109126,10.793645755572355
2.0,1.0,0.5,30.0,2403.0937082559135,10.185697311076138
2.0,1.0,0.5,52.5,2683.1888156238556,9.005553062775606
2.0,1.0,0.5,75.0,2775.09210462159,8.668699469391164
2.0,1.0,0.5,97.5,2789.8629445905003,8.615222022540694
2.0,1.0,0.5,120.0,2777.507275719994,8.657344946982324
2.0,1.8,0.1,30.0,406.6503034237459,59.2249768708899
2.0,1.8,0.1,52.5,534.9989101538024,44.750091434188136
2.0,1.8,0.1,75.0,569.2866132444066,41.98267129709881
2.0,1.8,0.1,97.5,545.4891401411725,43.850590980238636
2.0,1.8,0.1,120.0,496.3763637087636,48.277916010217034
2.0,1.8,0.2,30.0,1026.8406085762244,23.6273113321875
2.0,1.8,0.2,52.5,1145.254285658142,21.065547045043537
2.0,1.8,0.2,75.0,1104.527525119038,21.871596819132513
2.0,1.8,0.2,97.5,998.5844702220535,24.28719344320063
2.0,1.8,0.2,120.0,851.764098664544,28.62829328718691
2.0,1.8,0.3,30.0,1661.537305965649,14.69820496240732
2.0,1.8,0.3,52.5,1713.2523846772488,14.213878164093826
2.0,1.8,0.3,75.0,1590.3515755158514,15.38097850290041
2.0,1.8,0.3,97.5,1383.630000154616,17.813132431815298
2.0,1.8,0.3,120.0,1127.267583960553,22.06836535251564
2.0,1.8,0.4,30.0,2282.0146524128127,10.778144157181897
2.0,1.8,0.4,52.5,2251.9052547269453,10.927173498498888
2.0,1.8,0.4,75.0,2038.8997887146593,12.162507272015377
2.0,1.8,0.4,97.5,1717.720982240969,14.604562064791455
2.0,1.8,0.4,120.0,1353.1572626800228,18.781299244404092
2.0,1.8,0.5,30.0,2884.331548124377,8.59424689171684
2.0,1.8,0.5,52.5,2769.0530363972707,8.985745881634351
2.0,1.8,0.5,75.0,2455.366936151073,10.248546336102287
2.0,1.8,0.5,97.5,2012.5672907938656,12.701016831074881
2.0,1.8,0.5,120.0,1546.219281179982,16.802766494461046
2.0,2.6,0.1,30.0,488.4150598021116,49.47467905772668
2.0,2.6,0.1,52.5,570.8632729765027,42.165450353913485
2.0,2.6,0.1,75.0,553.048879345784,43.54749762218947
2.0,2.6,0.1,97.5,495.4403524152182,48.715353607621104
2.0,2.6,0.1,120.0,409.32525828342796,59.15304890499499
2.0,2.6,0.2,30.0,1130.032046479035,21.669333143814395
2.0,2.6,0.2,52.5,1128.070370062868,21.698997286227907
2.0,2.6,0.2,75.0,1013.6497803989965,24.249651392111836
2.0,2.6,0.2,97.5,826.9693560612952,29.926519829449106
2.0,2.6,0.2,120.0,592.8344767146073,42.1007557367881
2.0,2.6,0.3,30.0,1734.3676030787506,14.326760080936365
2.0,2.6,0.3,52.5,1634.1768729735868,15.257663533105513
2.0,2.6,0.3,75.0,1398.5533740982623,17.979665319348364
2.0,2.6,0.3,97.5,1052.2713642369088,24.19212675131361
2.0,2.6,0.3,120.0,671.4550118903878,38.42316015033001
2.0,2.6,0.4,30.0,2304.8736997701258,10.951995606397231
2.0,2.6,0.4,52.5,2103.9046262571724,12.083417981669234
2.0,2.6,0.4,75.0,1721.7924843631342,14.964548413789087
2.0,2.6,0.4,97.5,1205.3028992830928,21.762319942037546
2.0,2.6,0.4,120.0,694.7267328682004,38.41818695546426
2.0,2.6,0.5,30.0,2852.3355115533113,8.996339690966622
2.0,2.6,0.5,52.5,2541.0678211029385,10.208424476397528
2.0,2.6,0.5,75.0,1993.988113308768,13.255900453060898
2.0,2.6,0.5,97.5,1307.401568008896,20.68964179313462
2.0,2.6,0.5,120.0,686.8932778572623,40.194092113782176
2.0,3.4,0.1,30.0,535.0478100717983,45.38476374597428
2.0,3.4,0.1,52.5,572.4367615362178,42.34123389141752
2.0,3.4,0.1,75.0,529.214665238294,45.87158307514946
2.0,3.4,0.1,97.5,448.40902269351335,54.299686861268206
2.0,3.4,0.1,120.0,335.7032296690391,72.83134118724551
2.0,3.4,0.2,30.0,1155.6773236439071,21.457136139613947
2.0,3.4,0.2,52.5,1089.815433336928,22.80527548141002
2.0,3.4,0.2,75.0,927.3617879661508,26.957716682947737
2.0,3.4,0.2,97.5,681.4617288826709,37.00946958964728
2.0,3.4,0.2,120.0,405.42139577642337,62.821212168547866
2.0,3.4,0.3,30.0,1722.1272912738254,14.73012046607197
2.0,3.4,0.3,52.5,1549.2512113257865,16.473839492978065
2.0,3.4,0.3,75.0,1226.0695757323242,21.053162342644065
2.0,3.4,0.3,97.5,792.942249423612,33.0442787499505
2.0,3.4,0.3,120.0,384.2357516855607,69.15205807610626
2.0,3.4,0.4,30.0,2256.8132808859555,11.506240441762735
2.0,3.4,0.4,52.5,1959.5785690301643,13.388023185468517
2.0,3.4,0.4,75.0,1448.210910226373,18.432846999630918
2.0,3.4,0.4,97.5,832.0369835345185,32.75005512332449
2.0,3.4,0.4,120.0,332.248576579114,83.37218894060915
2.0,3.4,0.5,30.0,2768.679854684376,9.603405222477805
2.0,3.4,0.5,52.5,2326.015521945253,11.602302615804865
2.0,3.4,0.5,75.0,1610.6234830091773,17.15514027934174
2.0,3.4,0.5,97.5,827.4041965325689,34.246707780590896
2.0,3.4,0.5,120.0,273.6608448304271,105.37102514305245
2.0,4.2,0.1,30.0,560.0831477696973,43.610552125146754
2.0,4.2,0.1,52.5,564.8543179280928,43.22294091712731
2.0,4.2,0.1,75.0,505.72343467810435,48.38156652029555
2.0,4.2,0.1,97.5,405.3452427799232,60.585022997367176
2.0,4.2,0.1,120.0,274.39990308645065,89.92567139871007
2.0,4.2,0.2,30.0,1153.6565967793242,21.79010484324289
2.0,4.2,0.2,52.5,1051.22060117976,24.000280940409475
2.0,4.2,0.2,75.0,847.5546066115679,29.98352163581273
2.0,4.2,0.2,97.5,559.8228803131094,45.85630836772111
2.0,4.2,0.2,120.0,273.62266543914325,94.7633357156671
2.0,4.2,0.3,30.0,1693.3744442371903,15.297540528906577
