drug_input,solid_lipid,solid_lipid_input,liquid_lipid_input,surfractant_input,drug_loading,encap_efficiency,particle_diameter
12,Compritol_888,72,12,0.0,0.0057151450730798,0.0631957802793329,1.3292507000501277
12,Compritol_888,72,12,0.0025,0.0391014934878964,0.4113374076122312,1.0207580851727125
12,Compritol_888,72,12,0.005,0.0439978053310854,0.4266650295720087,1.1218880836539094
12,Compritol_888,72,12,0.01,0.0417084550452305,0.4452130889946343,1.291398275178048
12,Compritol_888,72,24,0.0,0.0055652263318397,0.0621005795854456,1.3596493964993048
12,Compritol_888,72,24,0.0025,0.0369270032156468,0.4034033317329342,1.0259600654516967
12,Compritol_888,72,24,0.005,0.0423769081758707,0.4260804985338918,1.1099221830518282
12,Compritol_888,72,24,0.01,0.0415904962410896,0.4448259771221799,1.2813915640206588
12,Compritol_888,72,48,0.0,0.0109546904559953,0.110776245808764,1.480712457638129
12,Compritol_888,72,48,0.0025,0.0352275420012307,0.36514091224419,0.3971169650589185
12,Compritol_888,72,48,0.005,0.0384268905790635,0.3996687804796858,1.4072509331407668
12,Compritol_888,72,48,0.01,0.0438417223072926,0.4585476273697176,0.6813377365387215
12,Glyceryl_monostearate,120,0,0.0,0.013715669035407,0.1390705001162207,1.8199953232767496
12,Glyceryl_monostearate,120,0,0.0025,0.0163147326085949,0.1658571555278256,2.8716933616274862
12,Glyceryl_monostearate,120,0,0.005,0.0137322954886975,0.2288695482526692,3.574514436338012
12,Glyceryl_monostearate,120,0,0.01,0.0080502640295903,0.1910763107592453,3.634424487029917
12,Glyceryl_monostearate,120,12,0.0,0.0094789208069243,0.1068485681212945,1.4517532472364214
12,Glyceryl_monostearate,120,12,0.0025,0.0149217960023632,0.1609388974996464,2.6594144326789504
12,Glyceryl_monostearate,120,12,0.005,0.0136471193757534,0.2248502760423755,3.5743299588794453
12,Glyceryl_monostearate,120,12,0.01,0.0077661837215875,0.1884983647379446,3.635057005222404
12,Glyceryl_monostearate,120,24,0.0,0.0091502199031844,0.1055973854821039,1.4614663872250797
12,Glyceryl_monostearate,120,24,0.0025,0.0142731940359894,0.1564546704843264,2.668908296830468
12,Glyceryl_monostearate,120,24,0.005,0.0130347841128918,0.2200035499189683,3.5768486598705382
12,Glyceryl_monostearate,120,24,0.01,0.007722046221251,0.192671076851111,3.635137441643518
12,Glyceryl_monostearate,120,48,0.0,0.0087335490959162,0.0991673684825548,1.4728175616214951
12,Glyceryl_monostearate,120,48,0.0025,0.013535992435951,0.1470242484140604,2.6279298721179547
12,Glyceryl_monostearate,120,48,0.005,0.0121362389141639,0.2042606624150864,3.578220840973971
12,Glyceryl_monostearate,120,48,0.01,0.0077191234925822,0.1891358330168558,3.6343878039971655
12,Glyceryl_monostearate,108,0,0.0,0.0106040226910443,0.1129472449490215,1.4443845338413566
12,Glyceryl_monostearate,108,0,0.0025,0.0158462573075235,0.1652692109580216,2.735326829480683
12,Glyceryl_monostearate,108,0,0.005,0.0142670178972483,0.2291608957655971,3.571390087988688
12,Glyceryl_monostearate,108,0,0.01,0.0082906004998979,0.2007502327501797,3.63518023335516
12,Glyceryl_monostearate,108,12,0.0,0.0105196868541965,0.1063545069181928,1.7788857928982529
12,Glyceryl_monostearate,108,12,0.0025,0.0157672281684507,0.1602068454019403,1.5590551479682255
12,Glyceryl_monostearate,108,12,0.005,0.0136483673896499,0.2277053100668318,3.581059101141081
12,Glyceryl_monostearate,108,12,0.01,0.0078340621579705,0.1984806151297528,3.6359961260771767
12,Glyceryl_monostearate,108,24,0.0,0.0096071169630349,0.1065247724762194,1.4753699121067496
12,Glyceryl_monostearate,108,24,0.0025,0.0145692737015036,0.1558513159623221,2.71123664669944
12,Glyceryl_monostearate,108,24,0.005,0.0129637143617202,0.2183986357793327,3.575364810104635
12,Glyceryl_monostearate,108,24,0.01,0.007950082416213,0.1978736373580975,3.6353120082204646
12,Glyceryl_monostearate,108,48,0.0,0.0089200991742972,0.1016993997781403,1.5128061442883116
12,Glyceryl_monostearate,108,48,0.0025,0.0134521918245654,0.1444723784959901,2.7758263614381926
12,Glyceryl_monostearate,108,48,0.005,0.0123537315647181,0.2017169266804282,3.579453497684397
12,Glyceryl_monostearate,108,48,0.01,0.0077878959836705,0.1948453390420151,3.635118755703689
12,Glyceryl_monostearate,96,0,0.0,0.0111162661134644,0.1139861640315986,1.4334488260405094
12,Glyceryl_monostearate,96,0,0.0025,0.0158973212300337,0.1652102171022351,2.75395155868338
12,Glyceryl_monostearate,96,0,0.005,0.0139954383070153,0.22856237125403,3.577891067127108
12,Glyceryl_monostearate,96,0,0.01,0.0085088259540493,0.2036432892903733,3.635230853927995
12,Glyceryl_monostearate,96,12,0.0,0.0103721886130607,0.1098274722366071,1.4819790339209105
12,Glyceryl_monostearate,96,12,0.0025,0.0151974791073256,0.1577040542951406,2.815707537199033
12,Glyceryl_monostearate,96,12,0.005,0.0136369264859657,0.223974183568084,3.5797294814886675
12,Glyceryl_monostearate,96,12,0.01,0.0083433881263257,0.200522664964999,3.6352281914186015
12,Glyceryl_monostearate,96,24,0.0,0.0110397700496824,0.1116560324684063,1.821683588317991
12,Glyceryl_monostearate,96,24,0.0025,0.0140961359303845,0.1429768873637464,3.107692514788853
12,Glyceryl_monostearate,96,24,0.005,0.013086589193882,0.2159036434810982,3.5836190361984235
12,Glyceryl_monostearate,96,24,0.01,0.0083242155056455,0.2008689802740996,3.634295914528744
12,Glyceryl_monostearate,96,48,0.0,0.0094863249751307,0.1017217206335654,1.513885362768946
12,Glyceryl_monostearate,96,48,0.0025,0.0137990676227071,0.1460032328155905,2.80186364353018
12,Glyceryl_monostearate,96,48,0.005,0.0123388132802901,0.1958067850372172,3.572694765965178
12,Glyceryl_monostearate,96,48,0.01,0.0079236726016227,0.2010081980365405,3.634816082951705
12,Glyceryl_monostearate,72,0,0.0,0.0121094048696497,0.1157980845663761,1.4551677617029477
12,Glyceryl_monostearate,72,0,0.0025,0.0162434415299501,0.1616396623012596,2.8299327908342327
12,Glyceryl_monostearate,72,0,0.005,0.0144325052412038,0.2255445927318365,3.5786839221770106
12,Glyceryl_monostearate,72,0,0.01,0.0089683741285046,0.211736806143528,3.634196196199128
12,Glyceryl_monostearate,72,12,0.0,0.0115640020797843,0.1126675639958226,1.4948597309551082
12,Glyceryl_monostearate,72,12,0.0025,0.0158151867056488,0.1564733267798246,2.784459043118532
12,Glyceryl_monostearate,72,12,0.005,0.0139386716367907,0.2151235765808048,3.580166049825648
12,Glyceryl_monostearate,72,12,0.01,0.0088164432268111,0.2092809091300131,3.635384677699209
12,Glyceryl_monostearate,72,24,0.0,0.0112717518066016,0.110776148905625,1.4943099217980398
12,Glyceryl_monostearate,72,24,0.0025,0.0152454832287534,0.1520992590165254,2.891541234209143
12,Glyceryl_monostearate,72,24,0.005,0.0134352948945395,0.2119085641632768,3.571877884476955
12,Glyceryl_monostearate,72,24,0.01,0.0086673377334194,0.2108274112813844,3.6346351348660537
12,Glyceryl_monostearate,72,48,0.0,0.0120971366073421,0.1224683543142364,1.7313547686447577
12,Glyceryl_monostearate,72,48,0.0025,0.0146091573685786,0.1482784129139599,2.9978159224661263
12,Glyceryl_monostearate,72,48,0.005,0.0125370903955981,0.1895271687375174,3.566153992373147
12,Glyceryl_monostearate,72,48,0.01,0.0082577503154528,0.2077297477729817,3.634830719013512
24,Stearic_acid,120,0,0.0,0.0122962779613727,0.0622580728704196,3.0851626857859102
24,Stearic_acid,120,0,0.0025,0.0662112613755321,0.3545388992482093,3.426769104764148
24,Stearic_acid,120,0,0.005,0.0597748375294276,0.3466463757356069,3.526646404798873
24,Stearic_acid,120,0,0.01,0.0415753573578488,0.3105466303297169,3.625557672864823
24,Stearic_acid,120,12,0.0,0.010743889059664,0.0776213779925523,2.78549124441159
24,Stearic_acid,120,12,0.0025,0.0660132336725393,0.3591339343109039,3.369044432139445
24,Stearic_acid,120,12,0.005,0.0608685724544459,0.3499081583400175,3.51572211134607
24,Stearic_acid,120,12,0.01,0.0428990079526497,0.3116973461925233,3.624557732246074
24,Stearic_acid,120,24,0.0,0.0116383458235718,0.0820599740526886,2.901434447680076
24,Stearic_acid,120,24,0.0025,0.0663207658525949,0.3632191517234061,3.354027246431799
24,Stearic_acid,120,24,0.005,0.062334410759451,0.3569311891716053,3.5132579782527835
24,Stearic_acid,120,24,0.01,0.043934047055648,0.3162729163014803,3.62499954239842
24,Stearic_acid,120,48,0.0,0.0131453324536932,0.0878153209921611,2.9869682198071725
24,Stearic_acid,120,48,0.0025,0.0674826225522955,0.369195280203649,3.3585544044173874
24,Stearic_acid,120,48,0.005,0.0644630922594764,0.3634436841537708,3.517596806268031
24,Stearic_acid,120,48,0.01,0.0453068051322847,0.323264222510298,3.6255922680722574
24,Stearic_acid,108,0,0.0,0.0110348460567929,0.0788355323676453,2.7543710393601506
24,Stearic_acid,108,0,0.0025,0.0664200382790228,0.3640193951002587,3.3480172429262187
24,Stearic_acid,108,0,0.005,0.0608527815688574,0.3558123863546455,3.524803238167642
24,Stearic_acid,108,0,0.01,0.0431999451059318,0.314258959401115,3.625540020195354
24,Stearic_acid,108,12,0.0,0.0117332483864556,0.059372262179601,3.14556008294081
24,Stearic_acid,108,12,0.0025,0.0687339373636534,0.3690419478482211,3.2657748905379496
24,Stearic_acid,108,12,0.005,0.062909276282958,0.3602959351581637,3.5153788333908844
24,Stearic_acid,108,12,0.01,0.0443552409011724,0.3161496154671528,3.621794941449489
24,Stearic_acid,108,24,0.0,0.0123411475037209,0.0838491693920681,2.9182497289206366
24,Stearic_acid,108,24,0.0025,0.0679615103516329,0.3679330243705103,3.3613096701420044
24,Stearic_acid,108,24,0.005,0.0640447692040336,0.3629118505621195,3.5132291047315936
24,Stearic_acid,108,24,0.01,0.0448153521274441,0.3212855465328159,3.625772331879717
24,Stearic_acid,108,48,0.0,0.0155283012242348,0.0973043368437237,3.0763259455859293
24,Stearic_acid,108,48,0.0025,0.070859365438892,0.3827815817710347,3.364144542188515
24,Stearic_acid,108,48,0.005,0.0660677334368859,0.3685603600872094,3.510798986356777
24,Stearic_acid,108,48,0.01,0.0450590022826029,0.328405507498988,3.6261636472318375
24,Stearic_acid,96,0,0.0,0.0120841443243338,0.0820819191283315,2.8522906813443134
24,Stearic_acid,96,0,0.0025,0.0684374153643383,0.366941615211574,3.3392440558265197
24,Stearic_acid,96,0,0.005,0.0624789827850011,0.359373566551198,3.5125080000529043
24,Stearic_acid,96,0,0.01,0.0454547206062553,0.3145579712452263,3.6239514386101273
24,Stearic_acid,96,12,0.0,0.0126119449498204,0.0844268945738255,2.9415165819487217
24,Stearic_acid,96,12,0.0025,0.0687456459602653,0.3701249388920261,3.347593588533779
24,Stearic_acid,96,12,0.005,0.0641775154704637,0.3625251281468116,3.515606325081863
24,Stearic_acid,96,12,0.01,0.0449467962732331,0.3298255238911261,3.6241345828790346
24,Stearic_acid,96,24,0.0,0.0117417090887399,0.0594092597525602,3.1642715418997582
24,Stearic_acid,96,24,0.0025,0.0735928319816447,0.3971971008701829,3.574935472700924
24,Stearic_acid,96,24,0.005,0.0651005969003685,0.3686957697005826,3.516420029360477
24,Stearic_acid,96,24,0.01,0.045258026701996,0.32982258311876,3.6263361917722174
24,Stearic_acid,96,48,0.0,0.017957624013758,0.1069518423273362,3.0825347007737607
24,Stearic_acid,96,48,0.0025,0.0747148580206684,0.3974731215484303,3.3908916645707974
24,Stearic_acid,96,48,0.005,0.0692542431398529,0.3840557505419114,3.5184626461956823
24,Stearic_acid,96,48,0.01,0.0469841492367307,0.3332439181559544,3.621836750199813
24,Stearic_acid,72,0,0.0,0.0145434284041051,0.0920263491512069,2.878917274867534
24,Stearic_acid,72,0,0.0025,0.0708371401795257,0.378190603068268,3.341047716313659
24,Stearic_acid,72,0,0.005,0.0663827156454175,0.3707440780194419,3.5068620792270666
24,Stearic_acid,72,0,0.01,0.0470781657203737,0.3345750428090078,3.62426433377281
24,Stearic_acid,72,12,0.0,0.0164025359567947,0.0999335986658995,2.998518355829349
24,Stearic_acid,72,12,0.0025,0.0735146835479203,0.3930517429019105,3.3441062797833814
24,Stearic_acid,72,12,0.005,0.0670081394322431,0.3748019637003285,3.5018307723790274
24,Stearic_acid,72,12,0.01,0.047106530364473,0.3363299732450164,3.6236718596441913
24,Stearic_acid,72,24,0.0,0.0188550741957461,0.1081925078617468,3.036504975238242
24,Stearic_acid,72,24,0.0025,0.0757250138527117,0.4032118586506166,3.3826190911557434
24,Stearic_acid,72,24,0.005,0.0707485436410928,0.3886059196994195,3.5123263089413763
24,Stearic_acid,72,24,0.01,0.0489352734094273,0.3366429463859994,3.6241113110763705
24,Stearic_acid,72,48,0.0,0.0285620155390922,0.1471305052388563,2.449768346294301
24,Stearic_acid,72,48,0.0025,0.0828895008235229,0.4519165112768602,3.3083637096251697
24,Stearic_acid,72,48,0.005,0.0762102942775802,0.4161381879924434,3.5383844818637837
24,Stearic_acid,72,48,0.01,0.0527783016573599,0.3588235046959979,3.6253183933778983
24,Compritol_888,120,0,0.0,0.0238337563812204,0.1220865851543531,1.3761558400936351
24,Compritol_888,120,0,0.0025,0.0947538582422024,0.5233974303387674,1.2427053758148487
24,Compritol_888,120,0,0.005,0.1032705343616594,0.5758892162247632,1.594738301189709
24,Compritol_888,120,0,0.01,0.0896764159944221,0.4925642049899303,1.6655381535244782
24,Compritol_888,120,12,0.0,0.0244883449473832,0.1066215068158598,1.3280064572636727
24,Compritol_888,120,12,0.0025,0.0938335257906839,0.5013211882442695,0.9899604104333168
24,Compritol_888,120,12,0.005,0.095724019965421,0.5067603222693053,1.0277801663538473
24,Compritol_888,120,12,0.01,0.0921370797400164,0.501221246122298,1.1014903994116934
24,Compritol_888,120,24,0.0,0.0239741145207442,0.1054082951820625,1.3205243806620954
24,Compritol_888,120,24,0.0025,0.0937222448219808,0.5032053581797193,0.9951842519267768
24,Compritol_888,120,24,0.005,0.0941111393707652,0.5057209787248027,1.0325644819190438
24,Compritol_888,120,24,0.01,0.0915364723551774,0.5019189359742854,1.1034450276643315
24,Compritol_888,120,48,0.0,0.0238802287097118,0.1030396055518385,1.3071187648702278
24,Compritol_888,120,48,0.0025,0.0930771974451878,0.5010547224065955,1.0015445413405897
24,Compritol_888,120,48,0.005,0.0921794022345745,0.5034233436499991,1.0259961921825222
24,Compritol_888,120,48,0.01,0.0909943171811702,0.5053601967518192,1.070819201124562
24,Compritol_888,108,0,0.0,0.0259738056760366,0.1101351127819783,1.2928681061354126
24,Compritol_888,108,0,0.0025,0.0949169225817899,0.5052401823794391,0.99197703539131
24,Compritol_888,108,0,0.005,0.0985176845272669,0.5106725079517345,1.029488368816644
24,Compritol_888,108,0,0.01,0.0924121640223016,0.4997920288978066,1.1145126477128724
24,Compritol_888,108,12,0.0,0.0275859482735116,0.1418865620302925,1.2789965854919638
24,Compritol_888,108,12,0.0025,0.0893569431364955,0.4906263007284079,0.4190300290852586
24,Compritol_888,108,12,0.005,0.0918061850214935,0.505463457665485,1.3646741686886503
24,Compritol_888,108,12,0.01,0.0900653469939144,0.4949047951931559,1.5977397829006166
24,Compritol_888,108,24,0.0,0.0248874114894027,0.1074460402640155,1.3163925574309792
24,Compritol_888,108,24,0.0025,0.0945553767831616,0.5044175817514637,0.993449430658684
24,Compritol_888,108,24,0.005,0.0940413434196117,0.5054201434794237,1.029290220842918
24,Compritol_888,108,24,0.01,0.0923274218399172,0.5067943003653063,1.0872613856592137
24,Compritol_888,108,48,0.0,0.0238317646323576,0.1030101692679866,1.3457928022156067
24,Compritol_888,108,48,0.0025,0.0926302894010307,0.4943728933117774,1.0167293393673644
24,Compritol_888,108,48,0.005,0.0923558035302204,0.5056849205567291,1.0207985916927893
24,Compritol_888,108,48,0.01,0.0915396611317264,0.5102058956356391,1.054867904181923
24,Compritol_888,96,0,0.0,0.0257175953245661,0.1102996774355071,1.3161781339978569
24,Compritol_888,96,0,0.0025,0.0951874029535434,0.506119417123806,0.9915830831680597
24,Compritol_888,96,0,0.005,0.1005881978002368,0.5124287504874147,1.0319276366650534
24,Compritol_888,96,0,0.01,0.0928936735278039,0.5021336162515836,1.1199691399930003
24,Compritol_888,96,12,0.0,0.025227165839602,0.1079926514361715,1.340751961320035
24,Compritol_888,96,12,0.0025,0.0957714781522622,0.5075187666942921,0.9913496351765444
24,Compritol_888,96,12,0.005,0.0958394499801612,0.5085619714282166,1.024220416934107
24,Compritol_888,96,12,0.01,0.092458350203462,0.506138759420249,1.0911789450916731
24,Compritol_888,96,24,0.0,0.0261229314558704,0.1342267169614984,1.2868283276649424
24,Compritol_888,96,24,0.0025,0.082970197708834,0.4523993380737658,1.2836742902470029
24,Compritol_888,96,24,0.005,0.0887049096173462,0.4867387360396798,0.8495074513734073
24,Compritol_888,96,24,0.01,0.0928344115921324,0.5117050315407533,1.167113434378348
24,Compritol_888,96,48,0.0,0.0240923830574011,0.1022103076518652,1.3509390076634749
24,Compritol_888,96,48,0.0025,0.0920356715139525,0.4866618936640295,1.0246461020704478
24,Compritol_888,96,48,0.005,0.0921861894348682,0.5077267868834769,1.0236082719693789
24,Compritol_888,96,48,0.01,0.0915995523412264,0.5127021824152455,1.0581845535298589
24,Compritol_888,72,0,0.0,0.0257005218915654,0.1090950219897582,1.315627294956614
24,Compritol_888,72,0,0.0025,0.0982496228025121,0.5106417145024557,0.9854331029718196
24,Compritol_888,72,0,0.005,0.100802337896109,0.5147261637571008,1.0198978397074745
24,Compritol_888,72,0,0.01,0.0941136404974665,0.5117788459145434,1.083009149183088
24,Compritol_888,72,12,0.0,0.0255032896412709,0.108021797898997,1.3253370168327414
24,Compritol_888,72,12,0.0025,0.0968723219424329,0.5060264344155831,0.9968005823358206
24,Compritol_888,72,12,0.005,0.0960536313457903,0.5118617550354936,1.023071195354048
24,Compritol_888,72,12,0.01,0.0941695355384634,0.5124783962589554,1.06427371202716
24,Compritol_888,72,24,0.0,0.0250452439065203,0.1041252020006784,1.3510752247205955
24,Compritol_888,72,24,0.0025,0.0946457053953478,0.4972859915949032,1.0142326345544312
24,Compritol_888,72,24,0.005,0.0945491821926524,0.5082544330689824,1.0291621475622554
24,Compritol_888,72,24,0.01,0.0933082727353279,0.5173541671690545,1.0421239031082432
24,Compritol_888,72,48,0.0,0.0335760043808318,0.1737182766793849,1.4236417481717398
24,Compritol_888,72,48,0.0025,0.086209312414244,0.4717296074690715,1.1764028741619774
24,Compritol_888,72,48,0.005,0.0891665248428,0.4895474442835506,1.3648566760904424
24,Compritol_888,72,48,0.01,0.0937827078643341,0.5181026447629034,0.4713846244881101
24,Glyceryl_monostearate,120,0,0.0,0.0359938707346537,0.1866919890263148,0.5127644185400072
24,Glyceryl_monostearate,120,0,0.0025,0.0347445330109225,0.1799953251734136,3.187139173164517
24,Glyceryl_monostearate,120,0,0.005,0.0317112745192089,0.283249241416156,3.523215219656713
24,Glyceryl_monostearate,120,0,0.01,0.0226276507071166,0.2695051119693215,3.624610845051539
24,Glyceryl_monostearate,120,12,0.0,0.0332057614520897,0.1673202267458708,1.3395836924457654
24,Glyceryl_monostearate,120,12,0.0025,0.0327695714030419,0.1966234249308406,3.1101638587258584
24,Glyceryl_monostearate,120,12,0.005,0.0323150433468594,0.2828074258365654,3.517729306744544
24,Glyceryl_monostearate,120,12,0.01,0.0236677070761391,0.2707071760877652,3.6253596738832647
24,Glyceryl_monostearate,120,24,0.0,0.0326621929982484,0.1614450334105945,1.3697978069483618
24,Glyceryl_monostearate,120,24,0.0025,0.0329419332268457,0.192197878536488,3.11788378536028
24,Glyceryl_monostearate,120,24,0.005,0.0318122230510206,0.2729945202211173,3.513425902100991
24,Glyceryl_monostearate,120,24,0.01,0.0250541400811079,0.2795371376735354,3.62675572662796
24,Glyceryl_monostearate,120,48,0.0,0.0328931661008817,0.1564752725819098,1.4177239701038205
24,Glyceryl_monostearate,120,48,0.0025,0.0328864664343406,0.1861451769394257,3.0568634682516307
24,Glyceryl_monostearate,120,48,0.005,0.031666920984405,0.2478202862426144,3.5030698570372745
24,Glyceryl_monostearate,120,48,0.01,0.0255324581933193,0.2834441101938778,3.6280761513351454
24,Glyceryl_monostearate,108,0,0.0,0.0339497072855209,0.1692520051283467,1.343433771970841
24,Glyceryl_monostearate,108,0,0.0025,0.0333655467660656,0.1977892266016646,3.113938018033979
24,Glyceryl_monostearate,108,0,0.005,0.0325980978958024,0.285466198774002,3.523376829719929
24,Glyceryl_monostearate,108,0,0.01,0.0238595786990227,0.2741149964056157,3.627511525197209
24,Glyceryl_monostearate,108,12,0.0,0.0313798259584731,0.1620329195263087,0.533522099842527
24,Glyceryl_monostearate,108,12,0.0025,0.0357853936770156,0.1855758783841646,2.5731545755486507
24,Glyceryl_monostearate,108,12,0.005,0.0324700997149025,0.276331313941007,3.515459442023725
24,Glyceryl_monostearate,108,12,0.01,0.0240316649126239,0.276116188940739,3.6272878047495487
24,Glyceryl_monostearate,108,24,0.0,0.0336420040154079,0.1600641129522712,1.387584962166145
24,Glyceryl_monostearate,108,24,0.0025,0.0331753855054545,0.1917778024548037,3.118724519140134
24,Glyceryl_monostearate,108,24,0.005,0.0326502236323367,0.2699172427543097,3.510361825921051
24,Glyceryl_monostearate,108,24,0.01,0.0250284487453224,0.2833346102371688,3.6270382428680654
24,Glyceryl_monostearate,108,48,0.0,0.0327045028427289,0.1546064924165074,1.4491908151090425
24,Glyceryl_monostearate,108,48,0.0025,0.0331556902616193,0.1863234836810895,3.0248039740036177
24,Glyceryl_monostearate,108,48,0.005,0.0327340493569675,0.2472572582462794,3.496693866848142
24,Glyceryl_monostearate,108,48,0.01,0.0260028695883174,0.2903926521534741,3.627583923781102
24,Glyceryl_monostearate,96,0,0.0,0.0338478385128947,0.1656491257551401,1.3672746250661885
24,Glyceryl_monostearate,96,0,0.0025,0.0340286609658227,0.198271101279684,3.1048583695243077
24,Glyceryl_monostearate,96,0,0.005,0.0326878531275184,0.2812819055034952,3.519696837331943
24,Glyceryl_monostearate,96,0,0.01,0.0248308952039893,0.2799370363513815,3.628032543069025
24,Glyceryl_monostearate,96,12,0.0,0.0340911487906716,0.1626422591730907,1.3797076233712162
24,Glyceryl_monostearate,96,12,0.0025,0.0335743513402955,0.1947100994915957,3.1053710980136824
24,Glyceryl_monostearate,96,12,0.005,0.0331057794699467,0.269530184478577,3.513518325619262
24,Glyceryl_monostearate,96,12,0.01,0.0252224134476624,0.2861143400332794,3.627055427276436
24,Glyceryl_monostearate,96,24,0.0,0.0308669336552218,0.1592775213785003,1.059912883687279
24,Glyceryl_monostearate,96,24,0.0025,0.0365711560740362,0.1898659286649295,3.499047374211655
24,Glyceryl_monostearate,96,24,0.005,0.0331610007522568,0.2631281966634831,3.4987158182761435
24,Glyceryl_monostearate,96,24,0.01,0.0254625023517634,0.2906293614251573,3.626578418208128
24,Glyceryl_monostearate,96,48,0.0,0.0342665069483536,0.1567659145283076,1.5418798577406942
24,Glyceryl_monostearate,96,48,0.0025,0.0341821280594524,0.1852302320347637,2.995679246213384
24,Glyceryl_monostearate,96,48,0.005,0.0330198714019774,0.239855128901206,3.4882407497547505
24,Glyceryl_monostearate,96,48,0.01,0.0271268736669985,0.2904886861657104,3.628171481168175
24,Glyceryl_monostearate,72,0,0.0,0.0350257633232898,0.163118392047311,1.411251595526703
24,Glyceryl_monostearate,72,0,0.0025,0.034829745016913,0.1945964957692995,3.0478099146559634
24,Glyceryl_monostearate,72,0,0.005,0.0335017270351364,0.2722478641075816,3.498771961234013
24,Glyceryl_monostearate,72,0,0.01,0.0264127886558819,0.2901204859613687,3.626330030849321
24,Glyceryl_monostearate,72,12,0.0,0.0349453736946932,0.1607987610819797,1.4537865452887528
24,Glyceryl_monostearate,72,12,0.0025,0.0348825501194381,0.192187368293572,3.0332858465854438
24,Glyceryl_monostearate,72,12,0.005,0.0341666816866171,0.263911587673248,3.4980130667236087
24,Glyceryl_monostearate,72,12,0.01,0.0276734063809397,0.2881603509258871,3.62440178195028
24,Glyceryl_monostearate,72,24,0.0,0.0357832901066392,0.1606702706384499,1.5440193136802425
24,Glyceryl_monostearate,72,24,0.0025,0.0352294494308743,0.1895503456104773,2.9782055821269564
24,Glyceryl_monostearate,72,24,0.005,0.033621199901054,0.2456454458933038,3.484425551811668
24,Glyceryl_monostearate,72,24,0.01,0.027155614449045,0.2976188162288838,3.627149530342783
24,Glyceryl_monostearate,72,48,0.0,0.0367286393042514,0.190668133188975,1.6679856097300734
24,Glyceryl_monostearate,72,48,0.0025,0.0396499606444942,0.2066773452123169,2.3943576902642545
24,Glyceryl_monostearate,72,48,0.005,0.0360514792592448,0.2536302040565181,3.492463830205056
24,Glyceryl_monostearate,72,48,0.01,0.0283522978143693,0.3110519598789164,3.6239634973009234
48,Stearic_acid,120,0,0.0,0.0700994376367432,0.1885167118037056,1.7885664098423608
48,Stearic_acid,120,0,0.0025,0.15843003252369,0.4708266922689871,2.4621063236462204
48,Stearic_acid,120,0,0.005,0.1437796330110138,0.4611757723881587,3.442709410761209
48,Stearic_acid,120,0,0.01,0.1167507750879132,0.4202824979232091,3.5923139172715155
48,Stearic_acid,120,12,0.0,0.0715040696785904,0.1810507992821705,1.9815357758661225
48,Stearic_acid,120,12,0.0025,0.1566386532251915,0.473115749579366,3.229935990436447
48,Stearic_acid,120,12,0.005,0.1434402262239411,0.4622824070802219,3.448981400547116
48,Stearic_acid,120,12,0.01,0.1174907863285148,0.4294549720472301,3.592364948056554
48,Stearic_acid,120,24,0.0,0.075682250788546,0.1893232849541378,2.2327830828756032
48,Stearic_acid,120,24,0.0025,0.1659995221651625,0.4964866111438132,3.2631687825281417
48,Stearic_acid,120,24,0.005,0.144087241988704,0.4642100704770356,3.4518455485871664
48,Stearic_acid,120,24,0.01,0.1197239736190092,0.4271585500387092,3.593892065535052
48,Stearic_acid,120,48,0.0,0.0822449157924694,0.2001498386588546,2.5880006299357308
48,Stearic_acid,120,48,0.0025,0.1859396528426924,0.5573922304609787,3.009283676573808
48,Stearic_acid,120,48,0.005,0.1675025771182523,0.5100611065959925,3.4926953775789467
48,Stearic_acid,120,48,0.01,0.1280481752743558,0.4382363547885847,3.5958469201783867
48,Stearic_acid,108,0,0.0,0.0723798375452367,0.1816622162161984,1.9743308977419785
48,Stearic_acid,108,0,0.0025,0.158787235719724,0.4776474733046023,3.2638919653573306
48,Stearic_acid,108,0,0.005,0.1447257185024653,0.4657736077621697,3.4525712816978813
48,Stearic_acid,108,0,0.01,0.1177581011902924,0.4233002939709742,3.592936820631755
48,Stearic_acid,108,12,0.0,0.0645659304876007,0.1725892566447641,1.8196000831179453
48,Stearic_acid,108,12,0.0025,0.1639807346529516,0.4906018950156869,3.023218153817358
48,Stearic_acid,108,12,0.005,0.1467095962681895,0.4692869885849664,3.4577301664759985
48,Stearic_acid,108,12,0.01,0.1203809187676574,0.4252507417235812,3.5894556515196583
48,Stearic_acid,108,24,0.0,0.0810263805245034,0.196840925712429,2.5032641371519424
48,Stearic_acid,108,24,0.0025,0.1801816616708795,0.5376403482427103,3.1512256397189877
48,Stearic_acid,108,24,0.005,0.1568968920898828,0.4895075071837563,3.4789389558574806
48,Stearic_acid,108,24,0.01,0.1198271508223625,0.4253418722848897,3.589511769323006
48,Stearic_acid,108,48,0.0,0.0940950741310103,0.2138273535935564,2.7142483676120164
48,Stearic_acid,108,48,0.0025,0.1923959201667553,0.5838759770027523,2.8807444896619683
48,Stearic_acid,108,48,0.005,0.1792622930238138,0.5423269271766346,3.4478237043118884
48,Stearic_acid,108,48,0.01,0.1393625108943112,0.4659352606671625,3.605239802469305
48,Stearic_acid,96,0,0.0,0.0786084163309191,0.1919997442533225,2.28264450868804
48,Stearic_acid,96,0,0.0025,0.1716632314409466,0.5081662785166389,3.2410175693096672
